age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
18,4,1,Bachelor,Unemployed,49005,Different Religion,1,3.249228577,2,Aggressive,4.518888512,1,0,0,4.839108808,3,Love,1,0,7.857701182,1
26,6,0,High School,Homemaker,62658,Same Religion,1,10,3,Passive,3.985772895,0,0,0,8.018260159,4,Love,0,0,5.21719409,0
29,4,1,Bachelor,Full-time,45650,Not Religious,0,10,2,Collaborative,7.588414332,0,0,0,6.6655042,4,Arranged,0,0,6.969934912,1
22,14,0,Master,Full-time,61629,Same Religion,0,2.805178871,3,Collaborative,5.430676832,0,0,0,5.607958515,1,Arranged,1,0,8.093071028,0
29,3,0,Bachelor,Homemaker,34045,Different Religion,1,5.5548622,1,Aggressive,2.704219584,1,0,1,10,4,Other,1,0,6.171029294,0
26,1,0,Bachelor,Full-time,34543,Same Religion,1,5.13636431,3,Avoidant,1.723562889,0,0,1,4.875223621,2,Love,1,0,7.687548967,1
36,5,3,Bachelor,Homemaker,49729,Same Religion,1,8.589394619,3,Collaborative,3.704826786,0,0,0,6.89199698,2,Love,0,0,7.45434689,0
35,39,0,Master,Part-time,72221,Different Religion,1,7.30946607,2,Aggressive,8.027068741,0,0,0,7.460726378,1,Arranged,1,0,3.543150669,0
25,2,2,Bachelor,Full-time,63875,Not Religious,1,5.244577178,0,Collaborative,4.629748513,0,0,0,2.727769241,1,Love,1,0,7.189192663,0
27,9,1,High School,Full-time,44512,Not Religious,0,7.124871206,1,Avoidant,7.910037166,0,0,1,5.595438011,5,Love,1,0,4.599256668,1
27,5,0,High School,Full-time,37368,Different Religion,1,7.546336091,0,Collaborative,9.29942356,0,0,0,3.597802297,3,Love,1,0,6.695273886,0
25,1,4,Master,Full-time,80676,Same Religion,0,2.275868639,2,Aggressive,9.879612052,0,0,0,1.356154761,3,Love,1,0,7.592599813,1
28,6,0,Master,Part-time,87264,Same Religion,1,7.063916857,3,Collaborative,4.194266806,0,1,0,6.743239213,1,Love,1,0,7.267649014,0
24,12,1,Bachelor,Full-time,70154,Not Religious,0,5.961814024,0,Avoidant,2.885405918,0,0,0,7.018947211,9,Love,0,0,5.973129659,1
22,7,2,High School,Full-time,67110,Same Religion,1,3.709217693,1,Passive,6.95310507,0,0,1,4.789872397,3,Arranged,1,0,5.603926544,1
31,20,2,Bachelor,Full-time,17244,Different Religion,1,4.817081298,2,Aggressive,2.242337404,0,0,0,4.000994845,4,Love,0,0,8.899931586,0
31,3,1,Master,Unemployed,71872,Same Religion,1,6.567108153,1,Collaborative,5.036176841,1,0,0,9.068346259,2,Arranged,0,0,9.504275547,1
23,1,2,Bachelor,Full-time,91768,Same Religion,1,6.249519398,4,Avoidant,2.756408847,0,0,0,9.92069868,5,Arranged,1,0,6.802127159,0
32,27,0,High School,Unemployed,81444,Same Religion,1,5.620734692,4,Avoidant,3.942433716,0,0,1,7.228281946,4,Love,0,0,1.860007976,1
24,4,3,Bachelor,Unemployed,80361,Not Religious,0,5.396598465,3,Collaborative,4.75134245,0,1,1,6.124101431,2,Arranged,0,0,3.442820921,0
29,8,2,Master,Full-time,26893,Not Religious,1,6.111162069,2,Passive,3.843063876,0,0,1,4.787426306,2,Arranged,0,0,5.306414758,1
32,15,2,High School,Full-time,45913,Not Religious,1,2.788760202,1,Collaborative,6.847114012,1,0,0,6.579949106,5,Love,0,1,7.836644661,1
27,3,3,Bachelor,Homemaker,57103,Same Religion,1,9.430416313,3,Collaborative,5.596867798,0,1,0,5.883114577,3,Arranged,1,0,6.116776866,0
30,12,1,Bachelor,Unemployed,45767,Same Religion,0,5.274582549,2,Aggressive,2.56352226,0,0,0,7.399541284,2,Other,1,0,9.320364688,0
25,1,2,Bachelor,Full-time,36802,Not Religious,1,7.012045214,2,Aggressive,2.784037055,0,0,0,8.504735181,3,Love,1,0,7.037769321,0
27,3,0,Bachelor,Unemployed,68382,Same Religion,0,9.235998211,6,Aggressive,3.376846322,0,0,0,6.63168056,5,Love,0,0,7.403177492,1
26,1,3,Bachelor,Full-time,79934,Same Religion,1,8.269631658,2,Avoidant,8.239232733,0,1,1,6.123814051,4,Arranged,0,0,2.486655182,0
24,16,2,High School,Full-time,32072,Same Religion,0,6.603497253,1,Aggressive,6.828109295,0,0,0,3.021934167,3,Love,0,0,6.068960732,1
27,2,2,High School,Part-time,80758,Same Religion,1,5.780460993,1,Collaborative,1,0,0,0,6.852329439,1,Love,1,0,7.067323654,1
20,12,0,Bachelor,Full-time,64465,Same Religion,1,5.953601672,1,Avoidant,5.753103156,1,0,0,7.294547977,3,Arranged,1,0,5.673868802,0
25,28,2,High School,Homemaker,92460,Not Religious,1,2.743350469,1,Collaborative,10,1,0,1,8.106041841,3,Love,1,0,4.757758028,1
26,7,2,Bachelor,Homemaker,75896,Not Religious,1,3.5602504,1,Avoidant,5.78885675,0,0,0,2.471725822,0,Other,0,0,6.728546074,1
26,7,1,Bachelor,Part-time,62597,Same Religion,1,6.480448931,1,Aggressive,4.801560384,0,0,0,6.683374332,2,Love,1,0,5.059695572,0
26,6,1,High School,Full-time,62754,Same Religion,1,5.243849143,0,Collaborative,3.417351721,0,0,0,4.641475946,6,Love,1,0,5.410135165,0
27,3,1,Bachelor,Full-time,60042,Different Religion,1,3.003922412,4,Passive,2.509006068,0,1,0,7.456393223,3,Love,1,0,5.292409967,0
30,6,1,Bachelor,Full-time,96371,Same Religion,1,6.579566404,2,Collaborative,5.661082776,0,1,0,6.420250968,3,Love,1,0,7.903757857,1
32,9,0,High School,Full-time,72241,Not Religious,1,7.510241647,0,Aggressive,1,0,0,0,4.721763267,2,Love,1,0,8.550178177,1
24,40,3,Bachelor,Full-time,52640,Same Religion,1,8.330377024,2,Aggressive,3.317375287,0,0,0,9.357605055,4,Love,0,0,8.158771596,0
21,27,1,PhD,Part-time,71385,Same Religion,0,7.063064558,0,Aggressive,4.920179214,0,0,0,5.232946612,0,Arranged,1,0,1,1
22,19,2,Bachelor,Full-time,69321,Different Religion,0,4.737885228,0,Avoidant,7.766618805,0,1,0,4.756798973,6,Other,0,0,5.586207874,0
25,21,1,Bachelor,Homemaker,51543,Different Religion,1,7.36849379,1,Avoidant,1.188757878,0,0,1,5.143292053,4,Love,0,1,7.351978203,1
26,6,3,High School,Homemaker,43597,Same Religion,0,6.562491511,3,Collaborative,3.902923876,0,0,1,2.262177557,2,Arranged,0,0,5.626241726,0
24,10,5,High School,Part-time,83639,Same Religion,1,4.149855462,5,Aggressive,6.562083081,0,0,0,2.803629544,5,Arranged,1,0,6.884874523,0
21,22,2,High School,Part-time,54752,Same Religion,1,4.083240598,5,Avoidant,4.514870818,0,0,0,8.39704541,4,Arranged,0,0,5.808148602,0
25,4,1,Master,Full-time,53629,Same Religion,1,7.698336763,4,Avoidant,8.23823477,0,0,1,6.089764578,3,Love,0,0,4.631739526,0
28,32,1,Bachelor,Full-time,71636,Same Religion,1,6.627359791,5,Collaborative,6.366524522,0,0,0,7.006347139,4,Love,1,0,7.445089855,1
30,5,1,High School,Homemaker,49644,Not Religious,1,6.515318512,1,Aggressive,2.975606128,0,0,0,6.470793176,6,Love,1,0,4.141979795,0
25,9,0,Master,Part-time,64572,Same Religion,1,6.126790125,2,Avoidant,5.067199254,0,0,1,6.585872464,0,Love,1,0,5.167581823,0
25,12,0,High School,Full-time,52395,Same Religion,1,7.203740666,3,Collaborative,2.979032408,0,0,1,5.920502815,5,Arranged,0,0,6.377766301,0
23,30,2,High School,Part-time,10000,Different Religion,1,4.976450948,3,Collaborative,4.800419994,0,0,0,4.74320636,3,Love,1,0,3.622852299,1
27,2,1,Bachelor,Homemaker,67727,Same Religion,1,5.745421843,2,Avoidant,5.441246596,1,0,0,7.214625542,2,Love,0,0,6.204374758,1
23,13,2,Bachelor,Full-time,65236,Not Religious,1,7.490076239,2,Collaborative,6.679447855,1,0,1,6.373509664,2,Love,0,0,5.898139922,0
30,7,5,Bachelor,Full-time,67076,Different Religion,1,6.073680226,0,Collaborative,5.521465347,0,0,0,3.78466028,3,Arranged,1,0,5.089272975,1
19,3,4,Bachelor,Homemaker,18489,Same Religion,1,4.50145051,1,Collaborative,2.044894755,1,0,0,7.240989772,0,Arranged,1,0,5.729853913,0
26,14,0,Bachelor,Full-time,32986,Not Religious,0,4.62384562,0,Avoidant,1,0,0,0,9.129307731,5,Arranged,1,0,5.39441493,0
29,8,0,Master,Full-time,83250,Same Religion,1,6.089581505,2,Aggressive,6.303447861,0,0,1,6.715164581,4,Arranged,1,0,4.249246043,1
28,10,2,Master,Full-time,61478,Different Religion,0,1,1,Collaborative,1,0,0,0,4.777070013,3,Love,0,0,5.084334564,1
41,3,2,Master,Homemaker,22129,Not Religious,1,9.501955773,0,Avoidant,5.411412349,0,0,0,6.488505638,3,Love,0,0,6.050905226,0
29,6,2,Master,Unemployed,61691,Not Religious,1,5.652349205,2,Avoidant,2.63442827,0,0,1,7.535732937,2,Arranged,1,0,8.516761282,0
22,9,1,Bachelor,Full-time,28604,Same Religion,1,6.971036583,2,Collaborative,4.907130032,0,0,0,3.849442811,1,Other,0,0,4.37303721,0
27,5,1,Bachelor,Full-time,48534,Same Religion,1,7.274311894,2,Aggressive,4.586645373,0,0,0,5.006862252,1,Arranged,0,0,4.692921117,0
19,2,2,Bachelor,Full-time,65071,Same Religion,0,6.504036604,1,Aggressive,5.721929683,1,0,0,6.0599397,0,Arranged,1,0,5.392799374,0
27,32,1,Master,Full-time,65100,Different Religion,1,3.268063762,1,Collaborative,4.973843646,0,0,0,5.36086969,2,Love,1,0,8.935424163,0
23,7,4,Bachelor,Full-time,80137,Not Religious,1,3.866201474,1,Collaborative,6.647347973,0,0,0,6.362221658,4,Arranged,0,0,4.422675518,1
32,13,0,High School,Full-time,69305,Same Religion,1,3.021075653,1,Collaborative,5.593374223,0,0,0,8.816885626,2,Love,1,0,3.120809547,0
25,5,3,Master,Full-time,70565,Same Religion,1,8.189781019,0,Passive,7.741672811,1,0,0,3.036580821,4,Arranged,1,0,6.820247454,1
27,4,6,Master,Homemaker,52370,Not Religious,0,2.914018369,5,Avoidant,3.718051829,0,0,1,3.255106162,4,Love,1,0,6.303017324,1
24,5,4,Master,Full-time,42992,Same Religion,1,4.672732239,4,Collaborative,2.248894391,0,0,0,5.175534576,2,Love,1,0,5.965044955,1
36,5,2,High School,Full-time,60978,Same Religion,1,8.613256188,1,Collaborative,5.611350304,0,0,0,6.482836193,2,Love,1,0,6.003036974,0
26,7,2,High School,Full-time,80401,Same Religion,0,3.740689718,1,Collaborative,4.721009303,0,0,1,3.463934595,1,Love,1,0,3.458833094,1
37,7,1,High School,Part-time,76521,Same Religion,1,6.29883461,1,Aggressive,5.887875823,1,0,0,9.620804276,8,Arranged,1,1,6.522542868,1
32,6,2,Bachelor,Full-time,55977,Not Religious,1,7.518613989,5,Collaborative,4.801913019,0,0,0,7.785095048,3,Love,0,0,8.389378108,0
30,1,2,High School,Part-time,58807,Not Religious,1,5.882415323,1,Collaborative,7.524730456,0,0,0,3.385683768,3,Arranged,0,0,7.880317552,0
29,6,2,Bachelor,Unemployed,41952,Same Religion,1,6.311361143,3,Collaborative,6.136256133,0,0,1,6.113687463,3,Love,1,0,7.509031611,0
29,1,2,High School,Homemaker,83010,Not Religious,1,7.066016117,1,Aggressive,1.924140522,0,0,1,6.813625894,1,Love,0,0,9.954386718,0
18,1,2,High School,Part-time,92302,Same Religion,1,9.572321932,2,Collaborative,3.946559651,1,0,0,4.28306458,1,Love,1,1,4.964478643,1
26,26,0,Master,Full-time,68786,Not Religious,0,4.131433442,1,Collaborative,5.364604564,0,0,0,2.625648886,1,Love,1,0,5.415037238,0
32,9,1,Master,Full-time,27286,Same Religion,0,5.121675841,3,Aggressive,3.952047044,0,0,0,4.392262139,6,Love,0,0,4.129564137,1
27,10,0,High School,Unemployed,73467,Not Religious,1,7.265473061,0,Passive,3.425225227,1,0,1,7.958112111,2,Love,0,1,9.542257669,1
20,5,1,Bachelor,Full-time,93090,Same Religion,1,5.606334219,0,Avoidant,8.160939502,1,0,0,3.483730993,5,Arranged,0,0,6.154230678,0
27,23,2,High School,Full-time,37630,Same Religion,1,4.878224315,4,Aggressive,6.85502282,1,0,1,8.64059513,3,Love,1,0,7.157964658,1
36,10,1,High School,Homemaker,76916,Not Religious,1,8.062010287,1,Aggressive,3.120711011,1,0,1,4.08021206,1,Love,1,0,5.908202416,0
34,14,1,Master,Unemployed,56239,Same Religion,1,1.548906999,1,Passive,7.209191622,0,0,0,1,5,Love,1,0,4.320180488,1
27,4,2,Master,Unemployed,84876,Not Religious,1,8.256605847,1,Avoidant,6.964433678,1,0,0,8.378901311,1,Love,0,0,4.874761256,1
32,32,2,Master,Homemaker,36844,Same Religion,1,9.176070553,0,Collaborative,6.453596121,1,0,1,5.037838825,4,Arranged,0,0,4.978218878,1
26,17,2,Bachelor,Part-time,51326,Same Religion,0,5.589484724,2,Collaborative,1.164892062,0,0,1,5.532964803,3,Love,1,0,3.613704652,1
19,19,0,Master,Unemployed,28641,Not Religious,1,3.368858592,1,Avoidant,5.374422141,1,0,0,6.574479618,4,Love,1,0,2.120627996,0
23,1,1,High School,Full-time,66790,Same Religion,1,6.354768559,0,Avoidant,2.522539576,0,1,0,3.339196932,6,Love,0,0,6.642372149,1
35,3,2,High School,Homemaker,71062,Same Religion,0,6.963217146,4,Avoidant,4.489217174,0,0,0,3.80192514,3,Love,1,0,6.808222748,0
26,3,3,High School,Full-time,66879,Same Religion,1,2.718451533,1,Avoidant,7.809241362,0,0,0,5.205251021,2,Love,1,0,7.475192434,0
26,3,1,Master,Part-time,49685,Same Religion,0,6.164215446,4,Collaborative,3.997671018,0,0,0,8.030533169,4,Arranged,1,0,7.76236468,1
26,19,3,High School,Full-time,51211,Same Religion,1,9.899296009,0,Passive,4.597918001,1,0,1,6.568645313,4,Love,0,0,4.432099857,0
37,1,2,High School,Full-time,53455,Same Religion,1,8.525108003,1,Passive,1.458821951,1,0,0,6.532880286,3,Love,1,0,9.535973795,0
36,1,0,Bachelor,Part-time,77706,Different Religion,0,7.048959067,2,Aggressive,5.336464662,1,0,0,7.965900096,2,Other,0,0,7.452757036,0
39,3,2,High School,Full-time,30947,Different Religion,1,6.817881895,0,Collaborative,8.496252005,0,0,0,7.612238756,3,Love,1,0,6.459921077,1
27,2,1,High School,Part-time,53188,Not Religious,1,6.077799438,0,Collaborative,10,0,1,0,4.321999576,3,Love,0,0,6.948364367,0
29,2,2,High School,Part-time,30553,Different Religion,1,6.301529373,3,Collaborative,7.284014273,0,0,0,4.44951207,3,Love,1,0,3.186201244,0
20,15,2,High School,Part-time,51815,Same Religion,1,5.810016558,3,Avoidant,3.941385464,0,0,0,7.044245511,5,Love,0,0,5.427123299,0
35,8,0,Bachelor,Full-time,59715,Same Religion,1,6.409229386,0,Avoidant,6.170092948,0,0,1,5.708025225,3,Arranged,1,1,7.828972973,0
22,1,0,Bachelor,Full-time,102009,Same Religion,0,2.736722723,4,Passive,3.8310254,0,0,0,5.771920308,4,Love,1,0,4.131530886,0
29,5,2,High School,Unemployed,46645,Same Religion,1,1.670170054,1,Collaborative,5.400389345,0,0,0,1.939876234,6,Love,1,0,5.349067349,1
22,5,2,High School,Full-time,80541,Same Religion,1,4.498103413,2,Collaborative,6.294358789,0,0,0,5.970091061,3,Love,0,0,4.221865551,0
25,1,2,Master,Full-time,25793,Not Religious,1,8.064499539,1,Collaborative,1.555862393,0,0,0,7.562560225,2,Love,1,0,9.121857026,0
23,11,2,Bachelor,Full-time,60795,Not Religious,1,7.187288719,2,Aggressive,6.912655006,0,0,0,5.268974226,2,Arranged,0,0,9.717636686,1
24,12,4,Bachelor,Homemaker,60752,Different Religion,0,7.692335743,3,Collaborative,6.066693173,1,0,0,5.566815511,2,Arranged,1,0,4.656015822,0
25,12,1,Bachelor,Part-time,74904,Same Religion,1,6.190429728,0,Collaborative,3.132130057,0,0,0,9.067597063,3,Love,0,0,9.957256848,1
25,13,1,High School,Full-time,49075,Same Religion,1,8.429952343,1,Aggressive,1,0,0,1,4.688750544,5,Arranged,1,0,5.012464294,0
32,1,1,No Formal Education,Homemaker,44301,Different Religion,1,8.665004066,2,Aggressive,5.513087224,1,0,0,9.565188495,6,Love,0,0,5.960463626,1
22,30,3,Bachelor,Unemployed,18397,Not Religious,0,8.389462673,3,Avoidant,6.753959061,0,0,0,2.798758199,1,Love,1,0,5.541420473,0
29,16,0,High School,Unemployed,66620,Different Religion,1,4.636438595,1,Collaborative,4.17446023,0,0,0,6.924481738,3,Love,1,0,7.416165359,0
34,23,2,Bachelor,Full-time,47158,Same Religion,1,6.110005235,5,Collaborative,4.188718954,1,0,0,2.601780297,0,Other,0,0,2.020917382,1
25,1,0,Bachelor,Unemployed,80508,Different Religion,1,5.07335149,0,Collaborative,6.402697214,0,0,0,7.203691883,5,Other,1,0,9.245167891,1
24,27,1,High School,Full-time,70235,Different Religion,1,8.950165666,2,Avoidant,3.406119896,0,0,0,4.114414275,7,Love,1,0,5.657600522,0
26,16,2,PhD,Unemployed,83709,Same Religion,1,8.245492519,0,Passive,6.715375517,0,0,0,3.603286335,4,Love,1,0,3.992239369,0
33,18,2,Master,Homemaker,42529,Same Religion,1,6.914595886,2,Collaborative,4.309763452,1,1,0,4.773593429,1,Arranged,1,0,4.438331169,1
28,1,4,High School,Homemaker,64090,Different Religion,1,7.378093813,2,Avoidant,5.568784417,0,0,0,4.676338634,5,Love,1,0,4.262925134,0
25,13,2,Bachelor,Full-time,63799,Same Religion,1,6.583575847,3,Avoidant,5.842284222,0,0,1,5.841931314,2,Love,0,0,4.475103458,0
30,32,1,Master,Homemaker,50077,Not Religious,1,4.134137359,1,Collaborative,8.904907462,0,0,1,7.497641425,3,Love,1,0,8.434011362,0
22,11,3,High School,Full-time,84607,Same Religion,1,8.144337352,3,Aggressive,5.686173879,0,0,0,8.437497666,4,Love,0,0,3.74150059,0
31,8,2,Bachelor,Full-time,75626,Same Religion,1,10,2,Aggressive,2.733289357,0,0,1,9.87661707,2,Love,1,0,4.511138823,1
30,29,4,Bachelor,Part-time,100614,Same Religion,1,7.010831452,3,Collaborative,3.671225977,1,0,1,5.633026277,4,Love,0,0,6.908902885,0
26,5,0,Bachelor,Part-time,73893,Same Religion,1,5.759086976,1,Aggressive,3.663792415,0,0,1,5.511119657,0,Love,1,0,9.069981611,0
23,9,1,Master,Full-time,97377,Same Religion,1,4.546077837,1,Collaborative,6.292918622,0,0,0,6.308405929,4,Arranged,0,0,5.040962231,1
23,6,4,Master,Full-time,96922,Not Religious,1,5.486161426,3,Collaborative,4.853376035,0,0,1,5.039603064,2,Love,1,0,6.831048008,1
30,27,0,No Formal Education,Full-time,50169,Different Religion,1,3.450590904,2,Aggressive,4.977049785,0,1,1,1.46633096,4,Love,0,0,8.571635471,0
34,1,1,Bachelor,Part-time,30609,Not Religious,1,4.170018251,2,Aggressive,7.972277838,0,0,0,6.526297924,1,Love,1,0,7.807055749,1
24,6,1,Master,Homemaker,93731,Same Religion,1,5.665217552,1,Passive,7.195976281,0,0,1,3.601177094,5,Love,0,0,6.890182,1
30,11,3,High School,Unemployed,73876,Same Religion,1,6.632792226,3,Aggressive,4.283551917,1,0,0,5.983438384,4,Love,1,0,9.812973801,0
18,15,1,High School,Full-time,70425,Same Religion,1,3.048967407,0,Collaborative,9.308081844,0,0,0,5.043089097,2,Love,1,1,6.623600994,1
25,8,1,High School,Homemaker,51027,Same Religion,1,6.38468849,6,Passive,10,0,0,1,3.709746131,4,Arranged,0,0,7.770926723,0
27,23,2,Bachelor,Part-time,67943,Same Religion,1,9.165065807,1,Avoidant,2.890271196,0,0,0,4.659880452,1,Love,1,0,3.927869783,0
23,28,3,High School,Unemployed,80341,Different Religion,0,6.870813686,6,Collaborative,3.66843742,1,1,0,3.941967741,3,Arranged,1,0,1.846073669,0
23,1,0,Master,Part-time,73171,Same Religion,1,6.990659942,1,Collaborative,2.297547129,0,0,0,6.22222863,5,Love,0,0,6.17158934,0
24,5,1,Bachelor,Homemaker,47723,Same Religion,1,6.811730381,2,Aggressive,8.523332036,0,0,0,5.105159102,3,Arranged,1,0,9.064085447,0
29,1,3,High School,Unemployed,90846,Same Religion,1,2.799273583,2,Collaborative,2.862229393,0,0,0,6.334877654,4,Love,0,0,6.625078395,0
27,3,0,Master,Part-time,62496,Same Religion,1,2.975940626,3,Avoidant,3.74924266,1,0,0,3.429568281,4,Love,1,0,6.260720873,0
18,7,1,Master,Full-time,73583,Not Religious,1,7.196209191,0,Aggressive,10,1,0,1,6.763106564,4,Love,1,0,4.520696229,1
18,24,1,Bachelor,Part-time,76811,Not Religious,0,7.420460635,2,Collaborative,7.381530838,0,0,0,9.19789813,4,Arranged,0,0,5.029602425,0
24,18,0,High School,Part-time,102634,Same Religion,1,8.089616609,2,Collaborative,4.341107791,1,0,0,6.545854469,2,Love,0,0,6.918638374,1
30,1,1,Master,Part-time,68289,Not Religious,1,8.700514945,0,Avoidant,4.923123929,0,0,0,8.102345016,2,Love,1,0,7.641447286,0
18,1,2,Master,Full-time,58954,Same Religion,0,4.967001174,1,Passive,1,1,0,0,5.456078107,3,Love,0,0,10,0
25,8,3,Bachelor,Full-time,98274,Same Religion,1,7.941648298,3,Passive,4.838403696,1,0,0,5.374579924,2,Love,1,0,4.677030805,0
25,7,2,Bachelor,Part-time,82159,Same Religion,1,7.913833932,5,Avoidant,5.57690514,0,0,0,7.311732768,1,Arranged,1,0,5.640997104,0
34,3,3,Bachelor,Unemployed,66121,Different Religion,1,9.072426219,1,Passive,2.312523494,0,0,0,5.555345053,1,Arranged,1,1,5.692557387,1
26,22,0,Master,Unemployed,64861,Same Religion,1,9.206249991,2,Aggressive,5.562373422,0,0,0,8.120612751,1,Love,0,0,8.847761279,1
29,26,2,High School,Full-time,20799,Same Religion,0,5.220659858,4,Collaborative,10,0,0,0,5.773421452,2,Love,1,0,5.232904653,0
28,5,3,High School,Full-time,58250,Same Religion,1,5.840886313,1,Collaborative,8.677088137,0,0,0,6.436219895,7,Love,1,0,1.511056114,1
18,22,0,Master,Full-time,31951,Same Religion,1,6.415727155,2,Aggressive,8.944113577,0,1,0,5.006272129,1,Arranged,0,0,7.631155915,1
31,4,3,High School,Full-time,10000,Different Religion,0,4.345725489,1,Collaborative,4.264409877,1,0,1,3.420864471,3,Love,1,0,2.234442984,0
29,13,2,PhD,Full-time,48080,Not Religious,1,8.215974337,2,Collaborative,4.027395927,0,0,0,5.741383366,5,Love,0,0,7.854941118,1
30,6,2,Bachelor,Unemployed,32370,Different Religion,1,5.575667208,1,Collaborative,6.462289353,0,0,0,5.517755294,2,Arranged,1,0,1,0
45,1,5,Bachelor,Homemaker,52898,Not Religious,1,8.338265019,6,Collaborative,3.658197207,0,0,0,4.907602642,6,Love,0,0,7.709038877,1
18,26,2,High School,Full-time,66161,Different Religion,0,9.025771241,2,Collaborative,6.772910654,0,1,0,6.959162148,2,Love,1,0,6.136528073,1
36,6,1,PhD,Part-time,70183,Same Religion,1,5.435376068,1,Collaborative,7.432077766,0,0,0,8.187038318,6,Love,0,1,7.695359634,1
26,13,2,Master,Unemployed,57814,Same Religion,1,2.508970006,3,Collaborative,10,0,0,1,8.397904557,2,Love,0,0,3.440453238,1
29,4,6,PhD,Homemaker,34224,Same Religion,0,5.942698155,4,Collaborative,1.716920245,0,0,0,5.736893657,1,Love,1,0,8.00026137,0
27,1,1,Bachelor,Homemaker,57577,Same Religion,1,8.674366328,1,Collaborative,7.632995876,1,0,0,4.853074964,2,Love,1,0,6.331783371,1
25,1,2,High School,Full-time,38685,Same Religion,1,8.648233103,1,Avoidant,3.801201292,0,1,0,4.344563682,4,Arranged,1,0,5.904161435,0
25,6,0,Bachelor,Full-time,88067,Different Religion,1,5.799028575,3,Avoidant,8.796791851,0,0,1,10,3,Love,1,0,2.888580135,0
29,11,5,Bachelor,Full-time,57047,Same Religion,1,6.243712101,3,Passive,5.921293827,0,0,1,8.583930848,6,Love,1,1,7.698234036,0
20,4,3,Bachelor,Part-time,37216,Different Religion,1,5.694856932,2,Avoidant,5.372066851,0,0,0,6.09741263,5,Love,0,0,6.339546661,1
